Date,Ticker,Close,Target_Risk,pred_logistic,proba_logistic,pred_rf,proba_rf
2024-07-29,BBVA,10.03,1,0,0.256543447056757,0,0.13660152161781597
2024-07-30,BBVA,10.175,1,0,0.22654850733845944,0,0.13746224054263745
2024-07-31,BBVA,9.704,1,0,0.2717869868859943,0,0.09432290725102307
2024-08-01,BBVA,9.21,0,0,0.29631393249544236,0,0.06561554333937086
2024-08-02,BBVA,8.874,0,0,0.22273024058162624,0,0.09721271918415528
2024-08-05,BBVA,8.694,0,0,0.12131388300615618,0,0.11393632483320731
2024-08-06,BBVA,8.62,0,0,0.14011300902450016,0,0.12056471180422053
2024-08-07,BBVA,8.86,0,0,0.1451554202558813,0,0.13047251423690645
2024-08-08,BBVA,8.816,0,0,0.170019667516537,0,0.13561046964276202
2024-08-09,BBVA,8.898,0,0,0.19159729328332245,0,0.0827163888429475
2024-08-12,BBVA,8.924,0,0,0.18317060739670088,0,0.08462790016345202
2024-08-13,BBVA,8.97,0,0,0.1899752295116905,0,0.07657729534652619
2024-08-14,BBVA,8.958,0,0,0.1951133740322604,0,0.07632441583358975
2024-08-15,BBVA,9.182,0,0,0.21068793100228217,0,0.08290646525631316
2024-08-16,BBVA,9.232,0,0,0.2061239395916914,0,0.07549985669896742
2024-08-19,BBVA,9.4,0,0,0.22846724076772632,0,0.07411823070739426
2024-08-20,BBVA,9.336,0,0,0.22257872123086192,0,0.07559299806142886
2024-08-21,BBVA,9.36,0,0,0.2335535991777323,0,0.07502178856173018
2024-08-22,BBVA,9.348,0,0,0.20447534874667664,0,0.06807753241459115
2024-08-23,BBVA,9.44,0,0,0.22807118430185297,0,0.06890609885731867
2024-08-26,BBVA,9.416,0,0,0.2305808846637154,0,0.07125542074039476
2024-08-27,BBVA,9.466,0,0,0.276050818401992,0,0.08074822538698312
2024-08-28,BBVA,9.468,0,0,0.22258642382479893,0,0.062028627348156305
2024-08-29,BBVA,9.512,0,0,0.21346603308210974,0,0.06494103811332108
2024-08-30,BBVA,9.59,0,0,0.20757280172359527,0,0.09761481966549666
2024-09-02,BBVA,9.552,0,0,0.21087023583938572,0,0.11966984895722668
2024-09-03,BBVA,9.276,0,0,0.20579196252075946,0,0.07582618501391909
2024-09-04,BBVA,9.046,0,0,0.22367085634769424,0,0.07690765838691485
2024-09-05,BBVA,9.106,0,0,0.2094743707665026,0,0.06479908167375646
2024-09-06,BBVA,8.912,0,0,0.1953869774284068,0,0.0656020421792089
2024-09-09,BBVA,9.034,0,0,0.2108945330920606,0,0.0748095838174217
2024-09-10,BBVA,8.922,0,0,0.20964031037095354,0,0.06934945333345395
2024-09-11,BBVA,8.894,0,0,0.21781767530280696,0,0.06320446770506395
2024-09-12,BBVA,9.068,0,0,0.198274194518817,0,0.07458608962373037
2024-09-13,BBVA,9.252,0,0,0.21482353359027645,0,0.0755230633642454
2024-09-16,BBVA,9.322,0,0,0.20102015634850284,0,0.06136241418909608
2024-09-17,BBVA,9.41,0,0,0.2178242107223667,0,0.06341556510327864
2024-09-18,BBVA,9.462,0,0,0.2236957822974949,0,0.07206361871065049
2024-09-19,BBVA,9.772,0,0,0.22984999704504622,0,0.08390116155749187
2024-09-20,BBVA,9.74,0,0,0.2368514539674255,0,0.07686965628832333
2024-09-23,BBVA,9.74,0,0,0.24996418396578532,0,0.06635943805218308
2024-09-24,BBVA,9.724,0,0,0.259556968827312,0,0.06665706235432568
2024-09-25,BBVA,9.664,0,0,0.2491513662482087,0,0.06076717185149073
2024-09-26,BBVA,9.954,0,0,0.23563467299502167,0,0.07762092105236258
2024-09-27,BBVA,9.936,0,0,0.24378454795680882,0,0.08031059334314672
2024-09-30,BBVA,9.708,0,0,0.2632852268502141,0,0.06387378278958748
2024-10-01,BBVA,9.3,0,0,0.26361099423270085,0,0.26131606840669924
2024-10-02,BBVA,9.254,0,0,0.240138234771908,0,0.26674440890329243
2024-10-03,BBVA,9.334,0,0,0.1990270026415012,0,0.27435566617401075
2024-10-04,BBVA,9.552,0,0,0.20249759575956472,0,0.2924738221517139
2024-10-07,BBVA,9.652,0,0,0.20955918295204345,0,0.29533849447002763
2024-10-08,BBVA,9.312,0,0,0.2468797922117974,0,0.2730220334325083
2024-10-09,BBVA,9.272,0,0,0.23077801509839135,0,0.27245056947373364
2024-10-10,BBVA,9.23,0,0,0.20368044859396728,0,0.27745348840751255
2024-10-11,BBVA,9.288,0,0,0.1952707302198299,0,0.26997455795349423
2024-10-14,BBVA,9.4,0,0,0.18847879393224642,0,0.27981530128195164
2024-10-15,BBVA,9.442,0,0,0.20140795226319977,0,0.2814704992711072
2024-10-16,BBVA,9.288,0,0,0.20596609509858022,0,0.27776432773909854
2024-10-17,BBVA,9.1,0,0,0.21557251642350872,0,0.26506662906182216
2024-10-18,BBVA,9.29,0,0,0.19018037800772986,0,0.2704891968739498
2024-10-21,BBVA,9.074,0,0,0.18466050681122673,0,0.26767294853524976
2024-10-22,BBVA,9.142,0,0,0.18884098951707393,0,0.26156092059846037
2024-10-23,BBVA,9.156,0,0,0.2041441517296404,0,0.26236751637767836
2024-10-24,BBVA,9.03,0,0,0.2506936979186575,0,0.27006505325635827
